zone,motion,vibration,timestamp
ControlRoom,9.53,8.2,2026-02-25 18:25:18.899363
Warehouse,13.28,8.88,2026-02-25 18:25:20.904065
Warehouse,4.27,6.94,2026-02-25 18:25:22.909387
Warehouse,2.91,12.81,2026-02-25 18:25:24.915993
Border,12.07,4.7,2026-02-25 18:25:26.923732
Warehouse,2.1,6.07,2026-02-25 18:25:28.933277
Warehouse,4.78,5.07,2026-02-25 18:25:30.945458
Border,13.71,12.58,2026-02-25 18:25:32.957531
Border,11.82,13.3,2026-02-25 18:25:32.707548
ControlRoom,8.4,2.49,2026-02-25 18:25:34.725310
Border,7.36,8.11,2026-02-25 18:25:36.744918
ControlRoom,10.74,4.78,2026-02-25 18:25:38.767865
ControlRoom,8.15,9.42,2026-02-25 18:25:40.794297
Warehouse,0.31,6.3,2026-02-25 18:25:42.802399
Warehouse,4.14,12.49,2026-02-25 18:25:44.809110
ControlRoom,14.3,3.13,2026-02-25 18:25:46.815602
Warehouse,12.71,6.67,2026-02-25 18:25:48.824682
Warehouse,4.87,1.89,2026-02-25 18:25:50.834776
ControlRoom,4.75,13.02,2026-02-25 18:25:52.845496
Warehouse,1.22,5.96,2026-02-25 18:25:54.855158
ControlRoom,4.13,13.31,2026-02-25 18:25:56.867569
Warehouse,13.18,14.1,2026-02-25 18:25:58.873047
Warehouse,6.44,12.12,2026-02-25 18:26:00.886578
Border,14.75,1.79,2026-02-25 18:26:02.901792
Border,0.7,9.01,2026-02-25 18:26:04.918263
Border,6.35,2.49,2026-02-25 18:26:04.623494
ControlRoom,5.48,12.8,2026-02-25 18:26:06.628496
Warehouse,7.1,5.85,2026-02-25 18:26:08.635268
Border,14.81,4.91,2026-02-25 18:26:10.644936
Warehouse,10.86,3.14,2026-02-25 18:26:12.699607
Border,10.49,1.97,2026-02-25 18:26:14.713511
ControlRoom,4.85,11.99,2026-02-25 18:26:16.721832
ControlRoom,9.82,6.42,2026-02-25 18:26:18.744784
ControlRoom,7.78,12.52,2026-02-25 18:26:20.768950
ControlRoom,10.04,2.19,2026-02-25 18:26:22.798860
ControlRoom,3.33,11.61,2026-02-25 18:26:24.805901
ControlRoom,13.55,13.82,2026-02-25 18:26:26.814261
Border,11.22,0.49,2026-02-25 18:26:28.823451
Border,13.59,13.81,2026-02-25 18:26:30.828644
ControlRoom,11.19,6.84,2026-02-25 18:26:32.843027
Border,14.3,4.38,2026-02-25 18:26:34.859660
ControlRoom,5.9,12.59,2026-02-25 18:26:34.615776
Border,11.06,0.81,2026-02-25 18:26:36.627431
ControlRoom,11.02,5.94,2026-02-25 18:26:38.646641
Warehouse,0.37,4.09,2026-02-25 18:26:40.657378
Warehouse,1.36,13.27,2026-02-25 18:26:42.678590
Warehouse,7.85,10.81,2026-02-25 18:26:44.754908
Border,10.2,9.14,2026-02-25 18:26:46.764338
Border,12.57,2.53,2026-02-25 18:26:48.825562
Warehouse,7.82,5.92,2026-02-25 18:26:50.831995
Border,14.71,13.12,2026-02-25 18:26:52.837762
Warehouse,7.73,4.43,2026-02-25 18:26:54.881969
Border,12.35,5.45,2026-02-25 18:26:56.968842
Border,1.83,0.88,2026-02-25 18:26:59.150960
ControlRoom,8.27,0.17,2026-02-25 18:27:01.246942
Warehouse,11.88,6.76,2026-02-25 18:27:03.392715
Border,7.54,0.24,2026-02-25 18:27:03.131183
ControlRoom,12.65,8.22,2026-02-25 18:27:05.185838
Border,9.41,8.59,2026-02-25 18:27:07.313117
Warehouse,7.66,6.92,2026-02-25 18:27:09.463766
Warehouse,5.74,6.2,2026-02-25 18:27:11.615208
ControlRoom,11.44,7.41,2026-02-25 18:27:13.631453
Border,5.6,6.14,2026-02-25 18:27:15.642334
Border,14.85,13.59,2026-02-25 18:27:17.668843
ControlRoom,2.3,13.22,2026-02-25 18:27:19.692608
ControlRoom,4.4,11.14,2026-02-25 18:27:21.723676
ControlRoom,2.05,4.41,2026-02-25 18:27:23.756075
Warehouse,4.09,14.87,2026-02-25 18:27:25.775543
Border,12.19,9.83,2026-02-25 18:27:27.793141
ControlRoom,5.15,9.62,2026-02-25 18:27:29.832450
Border,10.83,1.49,2026-02-25 18:27:32.035122
Border,0.03,5.86,2026-02-25 18:27:34.081096
Border,6.34,14.52,2026-02-25 18:27:33.530110
Border,1.65,8.26,2026-02-25 18:27:35.538944
Border,6.65,9.45,2026-02-25 18:27:37.627871
Warehouse,11.02,7.11,2026-02-25 18:27:39.634176
ControlRoom,0.12,12.56,2026-02-25 18:27:41.641367
ControlRoom,8.82,7.58,2026-02-25 18:27:43.696260
Warehouse,10.78,12.16,2026-02-25 18:27:45.787371
Warehouse,14.15,7.23,2026-02-25 18:27:47.806492
Warehouse,11.38,2.23,2026-02-25 18:27:49.830532
ControlRoom,5.39,10.83,2026-02-25 18:27:51.857435
ControlRoom,14.36,7.4,2026-02-25 18:27:54.021302
ControlRoom,14.56,14.46,2026-02-25 18:27:56.046838
Warehouse,8.68,6.44,2026-02-25 18:27:58.192698
Warehouse,12.4,5.37,2026-02-25 18:28:00.297215
Border,12.88,3.67,2026-02-25 18:28:02.343169
Border,14.57,4.14,2026-02-25 18:28:04.427206
Warehouse,3.12,3.61,2026-02-25 18:28:04.330189
ControlRoom,14.29,5.68,2026-02-25 18:28:06.464677
ControlRoom,4.6,7.85,2026-02-25 18:28:08.522529
Border,2.87,12.5,2026-02-25 18:28:10.535823
Border,14.39,1.16,2026-02-25 18:28:12.683785
Warehouse,8.06,6.71,2026-02-25 18:28:14.702881
Warehouse,1.41,6.21,2026-02-25 18:28:16.714481
Border,11.01,6.79,2026-02-25 18:28:18.766379
ControlRoom,4.97,4.29,2026-02-25 18:28:20.781339
ControlRoom,8.75,3.67,2026-02-25 18:28:22.798090
Warehouse,14.15,5.58,2026-02-25 18:28:24.811421
Border,1.39,0.29,2026-02-25 18:28:26.831729
Warehouse,13.3,13.61,2026-02-25 18:28:28.848166
ControlRoom,13.58,7.31,2026-02-25 18:28:30.856044
Border,7.52,4.18,2026-02-25 18:28:32.873725
Border,11.59,7.38,2026-02-25 18:28:34.946238
ControlRoom,13.84,11.26,2026-02-25 18:28:34.505608
Border,0.42,8.61,2026-02-25 18:28:36.575287
Border,7.35,13.16,2026-02-25 18:28:38.609568
Border,2.65,8.62,2026-02-25 18:28:40.680499
ControlRoom,9.09,4.41,2026-02-25 18:28:42.697834
Border,4.68,5.73,2026-02-25 18:28:44.757515
Warehouse,11.57,2.02,2026-02-25 18:28:46.808069
Warehouse,11.67,1.59,2026-02-25 18:28:48.876643
Warehouse,8.38,8.41,2026-02-25 18:28:50.945393
ControlRoom,14.09,4.15,2026-02-25 18:28:52.956787
ControlRoom,12.78,9.94,2026-02-25 18:28:54.970332
Border,11.22,3.3,2026-02-25 18:28:57.014879
ControlRoom,10.44,9.67,2026-02-25 18:28:59.041483
ControlRoom,13.92,9.2,2026-02-25 18:29:01.050375
Border,13.54,1.6,2026-02-25 18:29:03.085
Warehouse,8.53,9.34,2026-02-25 18:29:05.092610
ControlRoom,3.18,4.25,2026-02-25 18:29:04.655037
Warehouse,13.78,5.13,2026-02-25 18:29:06.671269
Warehouse,6.79,13.87,2026-02-25 18:29:08.679041
Border,13.19,10.51,2026-02-25 18:29:10.729075
ControlRoom,4.81,1.51,2026-02-25 18:29:12.803307
ControlRoom,14.17,1.74,2026-02-25 18:29:14.900349
Border,10.96,4.88,2026-02-25 18:29:17.001075
Border,14.09,10.7,2026-02-25 18:29:19.095763
Border,11.39,6.58,2026-02-25 18:29:21.190667
Warehouse,6.05,4.45,2026-02-25 18:29:23.280694
Border,0.49,10.03,2026-02-25 18:29:25.342599
Border,11.27,8.29,2026-02-25 18:29:27.409623
Warehouse,8.92,7.93,2026-02-25 18:29:29.485942
Warehouse,2.54,1.37,2026-02-25 18:29:31.539933
ControlRoom,3.05,1.89,2026-02-25 18:29:33.590336
Border,5.84,8.63,2026-02-25 18:29:33.046170
Warehouse,0.23,10.95,2026-02-25 18:29:35.079543
ControlRoom,6.83,6.39,2026-02-25 18:29:37.105648
ControlRoom,0.59,9.83,2026-02-25 18:29:39.123154
Warehouse,3.27,3.29,2026-02-25 18:29:41.129041
ControlRoom,7.86,13.04,2026-02-25 18:29:43.141609
Border,3.26,7.7,2026-02-25 18:29:45.147668
ControlRoom,7.23,4.26,2026-02-25 18:29:47.159140
Border,13.27,8.21,2026-02-25 18:29:49.167821
Border,4.0,6.11,2026-02-25 18:29:51.176406
ControlRoom,7.45,4.21,2026-02-25 18:29:53.183941
Warehouse,1.79,11.81,2026-02-25 18:29:55.210780
ControlRoom,10.75,10.15,2026-02-25 18:29:57.222615
Warehouse,8.35,11.25,2026-02-25 18:29:59.238696
Border,11.54,8.09,2026-02-25 18:30:01.244124
Warehouse,11.71,14.58,2026-02-25 18:30:03.253421
Border,8.73,5.09,2026-02-25 18:30:05.269468
Warehouse,13.48,10.52,2026-02-25 18:30:04.858065
Warehouse,9.84,11.46,2026-02-25 18:30:06.871727
ControlRoom,6.67,6.59,2026-02-25 18:30:08.889138
ControlRoom,13.41,14.78,2026-02-25 18:30:10.900903
ControlRoom,8.33,10.36,2026-02-25 18:30:12.928752
ControlRoom,0.02,2.03,2026-02-25 18:30:14.956746
ControlRoom,14.53,8.8,2026-02-25 18:30:16.988440
ControlRoom,12.01,0.24,2026-02-25 18:30:19.010669
Warehouse,11.55,6.51,2026-02-25 18:30:21.035337
ControlRoom,8.54,12.14,2026-02-25 18:30:23.051021
Border,12.43,3.65,2026-02-25 18:30:25.067261
ControlRoom,7.08,5.17,2026-02-25 18:30:27.096910
Border,10.08,1.79,2026-02-25 18:30:29.123325
Border,2.23,7.45,2026-02-25 18:30:31.136517
ControlRoom,8.48,7.07,2026-02-25 18:30:33.144181
Border,13.03,1.6,2026-02-25 18:30:35.180604
Border,12.45,10.46,2026-02-25 18:30:34.674625
Warehouse,8.42,3.25,2026-02-25 18:30:36.685961
Warehouse,6.78,4.6,2026-02-25 18:30:38.690949
ControlRoom,4.15,7.65,2026-02-25 18:30:40.697044
Border,0.47,2.89,2026-02-25 18:30:42.703287
ControlRoom,6.7,11.11,2026-02-25 18:30:44.718232
ControlRoom,0.34,2.81,2026-02-25 18:30:46.723980
Border,14.65,3.89,2026-02-25 18:30:48.760272
Border,12.5,13.77,2026-02-25 18:30:50.811896
Border,10.52,0.22,2026-02-25 18:30:52.838338
Warehouse,14.87,3.44,2026-02-25 18:30:54.851386
ControlRoom,12.8,9.12,2026-02-25 18:30:56.883281
Border,7.46,10.55,2026-02-25 18:30:58.900844
Border,12.49,2.2,2026-02-25 18:31:00.920062
Warehouse,1.37,0.61,2026-02-25 18:31:02.942133
ControlRoom,10.74,0.61,2026-02-25 18:31:04.949511
Warehouse,11.28,7.03,2026-02-25 18:31:04.541844
Border,14.59,6.24,2026-02-25 18:31:06.548428
Border,2.23,5.06,2026-02-25 18:31:08.565899
ControlRoom,13.2,5.31,2026-02-25 18:31:10.570949
Warehouse,8.15,2.3,2026-02-25 18:31:12.580415
Warehouse,13.77,9.07,2026-02-25 18:31:14.587132
Warehouse,4.42,4.19,2026-02-25 18:31:16.600133
Warehouse,2.97,4.17,2026-02-25 18:31:18.606650
Border,7.32,10.94,2026-02-25 18:31:20.616784
Warehouse,10.64,10.39,2026-02-25 18:31:22.629354
ControlRoom,9.57,4.24,2026-02-25 18:31:24.641618
ControlRoom,8.43,13.09,2026-02-25 18:31:26.656820
Warehouse,13.63,10.53,2026-02-25 18:31:28.673064
ControlRoom,3.87,10.69,2026-02-25 18:31:30.689888
Border,11.45,9.23,2026-02-25 18:31:32.704884
ControlRoom,11.81,12.65,2026-02-25 18:31:34.713364
ControlRoom,0.54,1.41,2026-02-25 18:31:34.167638
Border,13.65,3.14,2026-02-25 18:31:36.180217
Border,14.04,9.31,2026-02-25 18:31:38.189064
Warehouse,0.58,12.46,2026-02-25 18:31:40.196267
Border,1.4,6.19,2026-02-25 18:31:42.208496
Warehouse,13.39,13.11,2026-02-25 18:31:44.227131
Border,4.26,8.65,2026-02-25 18:31:46.245655
ControlRoom,4.78,6.27,2026-02-25 18:31:48.258360
Warehouse,4.06,10.62,2026-02-25 18:31:50.266259
ControlRoom,11.91,8.93,2026-02-25 18:31:52.272817
Warehouse,2.88,4.29,2026-02-25 18:31:54.289687
Border,8.26,14.5,2026-02-25 18:31:56.304367
ControlRoom,8.59,14.23,2026-02-25 18:31:58.317976
Warehouse,12.25,11.45,2026-02-25 18:32:00.327910
Warehouse,4.03,11.76,2026-02-25 18:32:02.336271
Border,6.54,5.79,2026-02-25 18:32:04.346877
Warehouse,13.89,3.59,2026-02-25 18:32:03.939474
ControlRoom,8.89,13.27,2026-02-25 18:32:05.952987
ControlRoom,10.88,0.11,2026-02-25 18:32:07.962932
ControlRoom,14.18,10.45,2026-02-25 18:32:09.967999
Border,1.11,5.9,2026-02-25 18:32:11.975743
Warehouse,2.42,13.83,2026-02-25 18:32:13.998035
Border,14.82,13.1,2026-02-25 18:32:16.004867
Warehouse,14.03,12.98,2026-02-25 18:32:18.013949
Warehouse,14.93,8.94,2026-02-25 18:32:20.032307
Border,12.5,7.4,2026-02-25 18:32:22.042081
ControlRoom,8.79,7.19,2026-02-25 18:32:24.067186
Border,1.95,12.19,2026-02-25 18:32:26.072873
Warehouse,10.29,14.73,2026-02-25 18:32:28.090467
Warehouse,5.71,4.94,2026-02-25 18:32:30.109223
Border,0.97,14.41,2026-02-25 18:32:32.135081
ControlRoom,3.33,14.53,2026-02-25 18:32:34.152396
ControlRoom,1.87,4.51,2026-02-25 18:32:33.603445
Border,13.78,9.21,2026-02-25 18:32:35.625339
ControlRoom,12.17,10.67,2026-02-25 18:32:37.649378
Warehouse,8.67,8.31,2026-02-25 18:32:39.658596
Warehouse,2.82,6.11,2026-02-25 18:32:41.668754
Border,0.25,2.5,2026-02-25 18:32:43.691664
Border,12.29,4.33,2026-02-25 18:32:45.710018
Warehouse,12.06,9.88,2026-02-25 18:32:47.719867
ControlRoom,4.99,4.95,2026-02-25 18:32:49.765207
Warehouse,4.08,2.64,2026-02-25 18:32:51.789687
Warehouse,9.34,8.0,2026-02-25 18:32:53.816310
Warehouse,7.55,8.87,2026-02-25 18:32:55.825306
ControlRoom,9.84,6.0,2026-02-25 18:32:57.833161
Warehouse,7.09,2.81,2026-02-25 18:32:59.838660
ControlRoom,14.43,10.45,2026-02-25 18:33:01.848996
Border,11.06,4.64,2026-02-25 18:33:03.858284
ControlRoom,8.76,6.91,2026-02-25 18:33:03.442242
Warehouse,13.74,13.35,2026-02-25 18:33:05.456944
Warehouse,11.14,0.18,2026-02-25 18:33:07.468901
Border,10.62,13.62,2026-02-25 18:33:09.474560
ControlRoom,0.73,12.02,2026-02-25 18:33:11.488735
Border,13.72,6.8,2026-02-25 18:33:13.503238
ControlRoom,1.9,13.18,2026-02-25 18:33:15.547228
Border,13.28,3.93,2026-02-25 18:33:17.631903
Border,2.17,0.36,2026-02-25 18:33:19.641162
Border,5.95,4.31,2026-02-25 18:33:21.699365
ControlRoom,12.15,4.24,2026-02-25 18:33:23.772359
Warehouse,6.61,2.2,2026-02-25 18:33:25.796581
ControlRoom,9.73,4.19,2026-02-25 18:33:27.804585
ControlRoom,3.09,0.46,2026-02-25 18:33:29.823733
ControlRoom,5.36,14.36,2026-02-25 18:33:31.833876
Border,12.23,4.22,2026-02-25 18:33:33.839200
Warehouse,7.75,0.78,2026-02-25 18:33:33.180430
Warehouse,11.92,12.35,2026-02-25 18:33:35.199253
Warehouse,4.85,0.64,2026-02-25 18:33:37.209429
ControlRoom,1.33,14.12,2026-02-25 18:33:39.227822
Warehouse,14.35,3.79,2026-02-25 18:33:41.239427
Warehouse,7.69,7.71,2026-02-25 18:33:43.255728
Border,14.26,6.02,2026-02-25 18:33:45.265208
ControlRoom,11.75,0.76,2026-02-25 18:33:47.280979
Border,3.02,12.61,2026-02-25 18:33:49.294556
Border,14.78,10.89,2026-02-25 18:33:51.310194
Warehouse,2.76,2.82,2026-02-25 18:33:53.333725
Warehouse,3.88,5.58,2026-02-25 18:33:55.347767
ControlRoom,9.08,6.78,2026-02-25 18:33:57.354491
Border,1.28,5.28,2026-02-25 18:33:59.365134
Warehouse,2.23,2.42,2026-02-25 18:34:01.381796
Warehouse,2.78,13.82,2026-02-25 18:34:03.390835
Warehouse,8.46,12.91,2026-02-25 18:34:02.873748
ControlRoom,10.52,0.62,2026-02-25 18:34:04.882452
Border,0.26,13.21,2026-02-25 18:34:06.913294
ControlRoom,4.92,12.06,2026-02-25 18:34:08.936777
Warehouse,2.12,7.7,2026-02-25 18:34:10.948995
Border,9.68,14.67,2026-02-25 18:34:12.961755
ControlRoom,11.85,4.07,2026-02-25 18:34:15.004719
Border,6.46,10.66,2026-02-25 18:34:17.041122
Warehouse,14.26,9.8,2026-02-25 18:34:19.079296
Warehouse,13.89,0.96,2026-02-25 18:34:21.283606
Border,9.93,3.16,2026-02-25 18:34:23.356132
Warehouse,7.71,12.88,2026-02-25 18:34:25.559801
Border,12.94,8.18,2026-02-25 18:34:27.608675
Warehouse,10.21,11.45,2026-02-25 18:34:29.718306
Warehouse,12.04,14.68,2026-02-25 18:34:31.802883
ControlRoom,9.83,9.5,2026-02-25 18:34:31.228429
ControlRoom,13.53,7.26,2026-02-25 18:34:33.243906
Warehouse,4.32,5.78,2026-02-25 18:34:35.281069
Warehouse,3.25,7.26,2026-02-25 18:34:37.376469
Warehouse,11.31,13.18,2026-02-25 18:34:39.538735
Warehouse,12.66,13.56,2026-02-25 18:34:41.666557
Border,14.81,10.82,2026-02-25 18:34:43.797731
ControlRoom,12.78,14.26,2026-02-25 18:34:45.960467
Border,10.09,11.67,2026-02-25 18:34:48.158371
Border,10.92,0.97,2026-02-25 18:34:50.247803
Warehouse,1.33,12.9,2026-02-25 18:34:52.278498
Border,8.33,1.5,2026-02-25 18:34:54.335846
ControlRoom,1.48,13.71,2026-02-25 18:34:56.370135
Warehouse,3.14,2.72,2026-02-25 18:34:58.400389
Border,4.51,7.38,2026-02-25 18:35:00.425606
ControlRoom,1.31,11.65,2026-02-25 18:35:02.440913
Warehouse,6.74,4.71,2026-02-25 18:35:01.971868
Warehouse,1.03,2.82,2026-02-25 18:35:04.018871
Border,4.88,14.39,2026-02-25 18:35:06.036206
Warehouse,13.13,3.26,2026-02-25 18:35:08.199527
ControlRoom,7.31,8.74,2026-02-25 18:35:10.253788
ControlRoom,4.4,10.71,2026-02-25 18:35:12.454380
Border,13.24,14.46,2026-02-25 18:35:14.546682
Warehouse,0.93,10.07,2026-02-25 18:35:16.747382
Border,1.54,14.45,2026-02-25 18:35:18.842710
Border,11.03,8.59,2026-02-25 18:35:20.933855
Warehouse,2.02,4.5,2026-02-25 18:35:23.025015
Border,13.7,3.71,2026-02-25 18:35:25.110352
ControlRoom,10.29,9.92,2026-02-25 18:35:27.193470
Warehouse,8.51,0.6,2026-02-25 18:35:29.254911
ControlRoom,2.6,0.01,2026-02-25 18:35:31.293809
ControlRoom,14.69,11.45,2026-02-25 18:35:33.315350
ControlRoom,4.47,9.14,2026-02-25 18:35:35.367289
ControlRoom,2.98,2.83,2026-02-25 18:35:37.412201
Border,11.34,6.13,2026-02-25 18:35:39.453022
Border,1.93,4.25,2026-02-25 18:35:41.485842
Warehouse,11.93,9.21,2026-02-25 18:35:43.513880
Border,3.48,6.61,2026-02-25 18:35:45.521355
ControlRoom,12.41,13.02,2026-02-25 18:35:47.531093
Warehouse,6.41,12.32,2026-02-25 18:35:46.009340
Border,2.21,7.38,2026-02-25 18:35:48.017148
Border,0.32,1.0,2026-02-25 18:35:50.022261
Border,7.44,4.2,2026-02-25 18:35:52.067409
Warehouse,8.09,11.05,2026-02-25 18:35:54.077050
ControlRoom,13.06,4.64,2026-02-25 18:35:56.143505
ControlRoom,11.21,1.65,2026-02-25 18:35:58.160659
Warehouse,2.99,10.61,2026-02-25 18:36:00.177996
ControlRoom,14.7,7.53,2026-02-25 18:36:02.200661
Warehouse,6.12,10.95,2026-02-25 18:36:04.220116
Warehouse,9.53,0.45,2026-02-25 18:36:06.236869
Warehouse,1.42,8.52,2026-02-25 18:36:08.250644
Warehouse,6.54,0.82,2026-02-25 18:36:10.260301
Warehouse,7.13,3.47,2026-02-25 18:36:12.295165
ControlRoom,11.76,11.87,2026-02-25 18:36:14.304620
ControlRoom,2.0,1.87,2026-02-25 18:36:16.329856
ControlRoom,9.41,10.06,2026-02-25 18:36:16.213020
ControlRoom,5.65,14.18,2026-02-25 18:36:18.234385
Border,11.29,11.47,2026-02-25 18:36:20.253586
Border,12.44,7.44,2026-02-25 18:36:22.260133
ControlRoom,7.41,3.8,2026-02-25 18:36:24.295003
Warehouse,10.26,12.76,2026-02-25 18:36:26.375634
Warehouse,5.28,3.61,2026-02-25 18:36:28.434927
Warehouse,6.87,14.96,2026-02-25 18:36:30.515825
Warehouse,4.77,4.61,2026-02-25 18:36:32.545753
ControlRoom,12.23,2.08,2026-02-25 18:36:34.618314
ControlRoom,1.82,4.54,2026-02-25 18:36:36.630624
Border,9.0,11.85,2026-02-25 18:36:38.645721
ControlRoom,13.93,2.22,2026-02-25 18:36:40.663566
Border,13.62,0.47,2026-02-25 18:36:42.706888
Border,12.78,2.97,2026-02-25 18:36:44.734436
ControlRoom,4.14,13.25,2026-02-25 18:36:46.743025
ControlRoom,2.75,0.65,2026-02-25 18:36:46.261588
ControlRoom,6.29,14.29,2026-02-25 18:36:48.297809
Warehouse,2.28,5.97,2026-02-25 18:36:50.313128
Warehouse,12.26,3.29,2026-02-25 18:36:52.345818
Border,8.4,5.39,2026-02-25 18:36:54.369160
Warehouse,1.58,3.88,2026-02-25 18:36:56.396036
Warehouse,4.98,8.42,2026-02-25 18:36:58.407035
Warehouse,4.51,7.05,2026-02-25 18:37:00.422073
Border,14.8,14.82,2026-02-25 18:37:02.427675
ControlRoom,3.22,5.55,2026-02-25 18:37:04.495564
Border,0.7,9.21,2026-02-25 18:37:06.521659
Border,5.83,2.6,2026-02-25 18:37:08.548833
ControlRoom,4.72,6.25,2026-02-25 18:37:10.625576
ControlRoom,4.99,14.94,2026-02-25 18:37:12.638319
Warehouse,12.58,13.82,2026-02-25 18:37:14.713122
Warehouse,13.25,11.2,2026-02-25 18:37:14.244359
Warehouse,1.89,4.39,2026-02-25 18:37:16.298694
Warehouse,2.05,3.83,2026-02-25 18:37:18.362189
Warehouse,0.53,9.8,2026-02-25 18:37:20.425660
ControlRoom,7.81,9.24,2026-02-25 18:37:22.487603
Border,9.56,5.44,2026-02-25 18:37:24.545017
ControlRoom,14.34,4.79,2026-02-25 18:37:26.613048
Warehouse,7.69,2.85,2026-02-25 18:37:28.674547
ControlRoom,0.77,7.42,2026-02-25 18:37:30.725200
Warehouse,8.38,1.81,2026-02-25 18:37:32.764255
ControlRoom,14.82,14.48,2026-02-25 18:37:34.784819
Warehouse,9.7,7.04,2026-02-25 18:37:36.803510
ControlRoom,4.92,7.57,2026-02-25 18:37:38.983502
Border,8.95,3.63,2026-02-25 18:37:41.163162
Warehouse,2.44,8.16,2026-02-25 18:37:43.173854
Warehouse,0.39,0.08,2026-02-25 18:37:45.194663
Border,3.88,2.35,2026-02-25 18:37:44.701327
ControlRoom,10.89,9.46,2026-02-25 18:37:46.717307
ControlRoom,4.23,11.52,2026-02-25 18:37:48.724399
ControlRoom,6.94,3.73,2026-02-25 18:37:50.739184
Border,5.77,12.99,2026-02-25 18:37:52.751473
Warehouse,1.3,7.98,2026-02-25 18:37:54.758995
ControlRoom,2.77,8.82,2026-02-25 18:37:56.772402
ControlRoom,9.04,9.52,2026-02-25 18:37:58.796249
Warehouse,9.96,1.27,2026-02-25 18:38:00.842971
Warehouse,6.42,4.99,2026-02-25 18:38:02.881208
Border,11.83,4.03,2026-02-25 18:38:04.910423
Warehouse,4.32,7.45,2026-02-25 18:38:06.920946
Border,4.45,12.87,2026-02-25 18:38:08.981313
Warehouse,14.3,12.06,2026-02-25 18:38:10.996318
ControlRoom,6.04,8.78,2026-02-25 18:38:13.003628
Warehouse,4.88,4.43,2026-02-25 18:38:15.022857
Warehouse,9.8,4.77,2026-02-25 18:38:14.621349
ControlRoom,10.69,0.42,2026-02-25 18:38:16.640013
Warehouse,6.71,4.69,2026-02-25 18:38:18.651188
Warehouse,4.01,13.58,2026-02-25 18:38:20.673358
ControlRoom,8.5,8.67,2026-02-25 18:38:22.679103
Border,0.31,1.17,2026-02-25 18:38:24.685536
Warehouse,4.14,3.38,2026-02-25 18:38:26.705196
Warehouse,9.99,6.48,2026-02-25 18:38:28.735695
Warehouse,10.5,4.29,2026-02-25 18:38:30.761705
Border,0.03,14.37,2026-02-25 18:38:32.777969
Warehouse,1.4,13.5,2026-02-25 18:38:34.784018
Warehouse,3.35,4.21,2026-02-25 18:38:36.800924
Warehouse,9.91,5.8,2026-02-25 18:38:38.810098
Warehouse,0.75,1.99,2026-02-25 18:38:40.832076
Border,10.74,8.36,2026-02-25 18:38:42.846683
Border,6.15,11.71,2026-02-25 18:38:44.855972
Border,9.41,8.11,2026-02-25 18:38:44.323207
Border,8.43,1.99,2026-02-25 18:38:46.370872
ControlRoom,2.37,5.23,2026-02-25 18:38:48.377088
Border,6.6,0.96,2026-02-25 18:38:50.532973
Border,9.44,11.04,2026-02-25 18:38:52.549886
Warehouse,8.79,5.32,2026-02-25 18:38:54.713026
ControlRoom,2.75,1.05,2026-02-25 18:38:56.737680
Border,5.93,2.36,2026-02-25 18:38:58.767228
Warehouse,2.1,6.02,2026-02-25 18:39:00.907495
Border,2.03,6.68,2026-02-25 18:39:02.924038
Warehouse,11.6,10.93,2026-02-25 18:39:04.951987
ControlRoom,8.23,3.35,2026-02-25 18:39:06.976047
Warehouse,13.8,11.45,2026-02-25 18:39:09.125248
Border,7.44,6.41,2026-02-25 18:39:11.278941
ControlRoom,10.34,6.47,2026-02-25 18:39:13.427223
Border,10.01,13.46,2026-02-25 18:39:15.433349
Border,5.58,9.87,2026-02-25 18:39:15.007884
ControlRoom,14.96,1.94,2026-02-25 18:39:17.024101
Border,1.14,9.61,2026-02-25 18:39:19.043423
Border,14.95,9.16,2026-02-25 18:39:21.062297
ControlRoom,6.15,5.57,2026-02-25 18:39:23.066890
ControlRoom,9.83,3.48,2026-02-25 18:39:25.074162
ControlRoom,9.65,1.39,2026-02-25 18:39:27.101623
Warehouse,4.01,2.36,2026-02-25 18:39:29.116325
ControlRoom,3.9,2.58,2026-02-25 18:39:31.123725
ControlRoom,6.54,9.98,2026-02-25 18:39:33.141389
Border,10.96,6.97,2026-02-25 18:39:35.319540
ControlRoom,2.94,11.8,2026-02-25 18:39:37.343263
Warehouse,14.55,0.76,2026-02-25 18:39:39.356191
ControlRoom,4.89,4.59,2026-02-25 18:39:41.361678
ControlRoom,12.7,3.88,2026-02-25 18:39:43.377274
Border,0.41,5.0,2026-02-25 18:39:45.393137
Border,8.5,7.97,2026-02-25 18:39:44.882310
Warehouse,11.3,2.88,2026-02-25 18:39:46.896996
Warehouse,7.92,7.71,2026-02-25 18:39:48.915351
Border,7.83,10.19,2026-02-25 18:39:50.938052
ControlRoom,2.33,9.75,2026-02-25 18:39:52.973475
Border,1.13,11.21,2026-02-25 18:39:54.999939
Warehouse,1.1,6.17,2026-02-25 18:39:57.012987
Border,5.44,3.54,2026-02-25 18:39:59.060856
Border,10.95,13.65,2026-02-25 18:40:01.086617
Warehouse,12.82,10.11,2026-02-25 18:40:03.092039
ControlRoom,6.53,10.29,2026-02-25 18:40:05.201768
Warehouse,3.61,13.85,2026-02-25 18:40:07.283437
Warehouse,1.11,10.91,2026-02-25 18:40:09.448059
ControlRoom,13.29,14.13,2026-02-25 18:40:11.536152
ControlRoom,6.27,7.65,2026-02-25 18:40:13.556189
